Date,MIN,PIN,Legacy Code,Loc Code,Lead Time Mon,Lead Time Tue,Lead Time Wed,Lead Time Thu,Lead Time Fri,Lead Time Sat,Lead Time Sun,Order Model,Coordinated ordering code,Batches Min,Batches Max,Multiple Limits,Order Trigger Level,Allow Mixed Pallets,Pallet Treshhold,Allow Multiple Deliveries,Case Size,Pallet Layer,Pallet,Batch Size Selection,Effective order batch size,Min. delivery,Order parameter unit,Order parameter,AM/PM Order Send,AM/PM Delivery,PTZ flag,Non MO product,Ocado managed?,Shelving delay flag 1,Shelving delay flag 2
21/01/21,108335531,108335531,,966,6,6,6,6,6,6,6,MRP,,,,,,,,,"1,0",,,CASE,"1,0",,QTY,"-0,01",AM,AM,Yes,No,No,0,1
21/01/21,107577635,107577643,608408,990,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,15,74,43,30,315",AM,AM,Yes,No,No,0,1
21/01/21,107556105,107556113,569076,971,3,2,,2,,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"47,62,17,81,781",,AM,Yes,No,No,1,1
21/01/21,104574244,104574279,530004,952,6,,,6,,,,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,24,81,87,85,402",,AM,Yes,No,No,1,1
21/01/21,103052161,103179411,659420,952,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,67,56,50,28,123",PM,AM,Yes,No,No,1,1
21/01/21,108186151,108186177,686200,993,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,33,79,08,81,603",AM,AM,Yes,No,No,0,0
21/01/21,107562425,107562476,633978,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"76,46,73,13,278",PM,AM,Yes,No,No,0,1
21/01/21,103087583,103196392,670570,990,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-990,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,76,52,39,66,362",AM,AM,Yes,No,No,1,1
21/01/21,104807474,104807482,402180,763,4,4,4,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"91,51,82,98,444",PM,AM,Yes,No,No,1,1
21/01/21,108414491,108414512,5421445,967,2,2,2,2,2,2,2,CO_MRP,108414512-5421445-40CS-967,"40,0","40,0",Yes,"0,25",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"4,77,96,44,33,823",PM,AM,Yes,No,No,0,1
21/01/21,108388220,108388238,5481054,978,2,2,2,2,2,2,2,CO_MRP,108388238-5481054-10cs-978,"10,0","10,0",Yes,"0,5",No,,Yes,"24,0",,,CASE,"24,0",,QTY,"4,25,75,78,53,715",PM,AM,Yes,No,No,0,1
21/01/21,108503486,108503507,502991,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"59,02,75,35,947",PM,AM,Yes,No,No,0,0
21/01/21,108768978,108768994,500113,990,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,16,65,13,98,299",PM,AM,Yes,No,No,1,1
21/01/21,106236644,106236652,261340,763,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,09,55,13,57,819",PM,AM,Yes,No,No,0,1
21/01/21,108430168,108430176,4540115,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"44,20,15,40,132",AM,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,978,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,03,52,29,44,317",PM,AM,Yes,No,No,0,1
21/01/21,103042051,103173537,168310,993,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"6,45,70,06,311",AM,AM,Yes,No,No,1,1
21/01/21,105243316,105243324,187231,763,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"84,32,08,15,935",AM,AM,Yes,No,No,0,1
21/01/21,108768978,108768994,500113,993,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,07,49,98,83,837",PM,AM,Yes,No,No,1,1
21/01/21,108388220,108388238,5481054,994,2,2,2,2,2,2,2,CO_MRP,108388238-5481054-5cs-994,"5,0","5,0",Yes,"0,5",No,,Yes,"24,0",,,CASE,"24,0",,QTY,"2,77,34,95,08,743",PM,AM,Yes,No,No,0,1
21/01/21,108768978,108768994,500113,718,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"99,21,30,87,342",PM,AM,Yes,No,No,1,1
21/01/21,107556105,107556113,569076,718,3,2,,2,,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"65,03,61,16,889",,AM,Yes,No,No,1,1
21/01/21,108186151,108186177,686200,809,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"16,63,24,98,309",AM,AM,Yes,No,No,0,0
21/01/21,108414627,108414635,5421446,857,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-5CS-857,"5,0","5,0",Yes,"0,25",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,62,94,17,07,368",PM,AM,Yes,No,No,0,1
21/01/21,103087583,103196392,670570,718,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-718,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,55,11,70,43,148",AM,AM,Yes,No,No,1,1
21/01/21,108388220,108388238,5481054,803,2,2,2,2,2,2,2,CO_MRP,108388238-5481054-10cs-803,"10,0","10,0",Yes,"0,5",No,,Yes,"24,0",,,CASE,"24,0",,QTY,"4,44,31,75,00,387",PM,AM,Yes,No,No,0,1
21/01/21,108768978,108768994,500113,763,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"92,68,75,70,769",PM,AM,Yes,No,No,1,1
21/01/21,108186151,108186177,686200,952,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,86,05,17,40,115",AM,AM,Yes,No,No,0,0
21/01/21,103042051,103173537,168310,952,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"97,40,03,68,711",AM,AM,Yes,No,No,1,1
21/01/21,103087583,103196392,670570,763,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-763,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"2,19,00,73,53,472",AM,AM,Yes,No,No,1,1
21/01/21,108414627,108414635,5421446,803,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-40CS-803,"40,0","40,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"3,88,25,93,08,227",PM,AM,Yes,No,No,0,1
21/01/21,108388220,108388238,5481054,857,2,2,2,2,2,2,2,CO_MRP,108388238-5481054-5cs-857,"5,0","5,0",Yes,"0,5",No,,Yes,"24,0",,,CASE,"24,0",,QTY,"3,05,78,26,02,514",PM,AM,Yes,No,No,0,1
21/01/21,108768978,108768994,500113,809,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,40,23,57,87,515",PM,AM,Yes,No,No,1,1
21/01/21,107556105,107556113,569076,763,3,2,,2,,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"69,96,34,43,311",,AM,Yes,No,No,1,1
21/01/21,106236644,106236652,261340,952,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"12,49,14,97,108",PM,AM,Yes,No,No,0,1
21/01/21,108186151,108186177,686200,971,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,88,40,31,58,148",AM,AM,Yes,No,No,0,0
21/01/21,104574244,104574279,530004,971,6,,,6,,,,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,53,48,52,24,196",,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,994,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"7,04,87,58,756",PM,AM,Yes,No,No,0,1
21/01/21,104807474,104807482,402180,952,4,4,4,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,16,80,15,56,068",PM,AM,Yes,No,No,1,1
21/01/21,108430168,108430176,4540115,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"18,13,47,64,266",AM,AM,Yes,No,No,1,1
21/01/21,103087583,103196392,670570,809,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-809,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,61,27,14,41,443",AM,AM,Yes,No,No,1,1
21/01/21,105243316,105243324,187231,990,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"39,91,48,19,616",AM,AM,Yes,No,No,1,1
21/01/21,108414627,108414635,5421446,967,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-40CS-967,"40,0","40,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"36,87,99,40,347",PM,AM,Yes,No,No,0,1
21/01/21,107562425,107562476,633978,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"60,95,07,99,831",PM,AM,Yes,No,No,0,1
21/01/21,107577635,107577643,608408,809,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,07,10,85,89,758",AM,AM,Yes,No,No,0,1
21/01/21,108768978,108768994,500113,952,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,14,90,00,05,331",PM,AM,Yes,No,No,1,1
21/01/21,103042051,103173537,168310,971,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"11,04,96,84,905",AM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,719,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,83,31,66,65,909",AM,AM,Yes,No,No,0,1
21/01/21,103052161,103179411,659420,971,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,72,48,53,45,754",PM,AM,Yes,No,No,1,1
21/01/21,108503486,108503507,502991,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"84,84,10,27,811",PM,AM,Yes,No,No,0,0
21/01/21,108186151,108186177,686200,718,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,69,27,34,47,416",AM,AM,Yes,No,No,0,0
21/01/21,104422689,104422697,670575,809,2,2,2,2,2,2,2,CO_MRP,104422697-670575-10CS-809,"10,0","10,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,74,94,43,95,523",AM,AM,Yes,No,No,1,1
21/01/21,108430168,108430176,4540115,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"31,83,47,34,175",AM,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,759,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,43,46,77,66,415",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"2,33,19,58,03,028",AM,AM,Yes,No,No,1,1
21/01/21,105243316,105243324,187231,993,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"14,54,75,23,844",AM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,870,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,30,14,41,50,848",AM,AM,Yes,No,No,0,1
21/01/21,103052161,103179411,659420,990,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,59,80,65,30,999",PM,AM,Yes,No,No,1,1
21/01/21,104422689,104422697,670575,718,2,2,2,2,2,2,2,CO_MRP,104422697-670575-10CS-718,"10,0","10,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,48,31,91,40,033",AM,AM,Yes,No,No,1,1
21/01/21,104521695,104521708,3230585,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"24,49,48,97,428",AM,AM,Yes,No,No,0,1
21/01/21,104807474,104807482,402180,971,4,4,4,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"85,63,47,53,021",PM,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,857,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"49,36,59,80,189",PM,AM,Yes,No,No,0,1
21/01/21,108414627,108414635,5421446,994,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-40CS-994,"40,0","40,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"2,50,93,12,65,489",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,83,66,75,01,004",AM,AM,Yes,No,No,1,1
21/01/21,108186151,108186177,686200,763,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,98,95,03,70,633",AM,AM,Yes,No,No,0,0
21/01/21,108280673,108280681,481363,982,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"2,08,12,91,66,625",AM,AM,Yes,No,No,0,1
21/01/21,105243316,105243324,187231,809,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"50,35,14,02,165",AM,AM,Yes,No,No,1,1
21/01/21,104574244,104574279,530004,718,6,,,6,,,,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,54,55,87,33,357",,AM,Yes,No,No,1,1
21/01/21,104422689,104422697,670575,763,2,2,2,2,2,2,2,CO_MRP,104422697-670575-10CS-763,"10,0","10,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"2,43,02,42,35,005",AM,AM,Yes,No,No,1,1
21/01/21,107474249,107474257,271883,763,3,2,2,2,2,,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"79,95,58,82,366",AM,AM,Yes,No,No,1,1
21/01/21,103052161,103179411,659420,809,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,76,16,70,36,148",PM,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,966,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,12,53,11,06,811",PM,AM,Yes,No,No,0,1
21/01/21,108414627,108414635,5421446,759,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-40CS-759,"40,0","40,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"3,74,29,93,45,444",PM,AM,Yes,No,No,0,1
21/01/21,108186151,108186177,686200,990,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,84,77,89,21,958",AM,AM,Yes,No,No,0,0
21/01/21,106189227,106189235,263210,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"2,02,64,89,00,194",AM,AM,Yes,No,No,1,1
21/01/21,104807474,104807482,402180,990,4,4,4,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"9,02,76,17,889",PM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,992,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,40,83,50,09,852",AM,AM,Yes,No,No,0,1
21/01/21,105243316,105243324,187231,952,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"59,11,71,41,338",AM,AM,No,No,No,1,1
21/01/21,104574244,104574279,530004,763,6,,,6,,,,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"2,06,19,70,67,753",,AM,Yes,No,No,1,1
21/01/21,103052161,103179411,659420,718,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,53,61,05,49,849",PM,AM,Yes,No,No,1,1
21/01/21,108430168,108430176,4540115,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"26,84,79,42,193",AM,AM,Yes,No,No,1,1
21/01/21,108302262,108302297,5421144,803,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,45,29,53,88,777",PM,AM,Yes,No,No,0,1
21/01/21,108414627,108414635,5421446,978,2,2,2,2,2,2,2,CO_MRP,108414635-5421446-40CS-978,"40,0","40,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"4,13,06,35,54,432",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,64,41,23,53,703",AM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,951,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,92,14,51,27,443",AM,AM,Yes,No,No,0,1
21/01/21,105243316,105243324,187231,971,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"15,90,81,80,286",AM,AM,Yes,No,No,1,1
21/01/21,104574244,104574279,530004,809,6,,,6,,,,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"2,80,26,42,26,401",,AM,Yes,No,No,1,1
21/01/21,103052161,103179411,659420,763,4,4,4,3,3,3,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,98,51,91,52,917",PM,AM,Yes,No,No,1,1
21/01/21,108430168,108430176,4540115,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"4,30,49,77,439",AM,AM,Yes,No,No,1,1
21/01/21,108414651,108414660,5421447,978,2,2,2,2,2,2,2,CO_MRP,108414660-5421447-40CS-978,"40,0","40,0",Yes,"0,25",No,,Yes,"14,0",,,CASE,"14,0",,QTY,"5,16,69,43,00,336",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"19,89,59,13,877",AM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,970,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,77,02,61,28,015",AM,AM,Yes,No,No,0,1
21/01/21,108302422,108302465,5421146,994,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,76,76,11,38,263",PM,AM,Yes,No,No,0,1
21/01/21,108503486,108503507,502991,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"85,20,60,83,556",PM,AM,Yes,No,No,0,0
21/01/21,105243341,105243359,187232,809,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"0,05",AM,AM,Yes,No,No,1,1
21/01/21,103042051,103173537,168310,809,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"92,20,61,95,155",AM,AM,Yes,No,No,1,1
21/01/21,107577635,107577643,608408,718,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"11,97,30,94,838",AM,AM,Yes,No,No,0,1
21/01/21,108414651,108414660,5421447,994,2,2,2,2,2,2,2,CO_MRP,108414660-5421447-40CS-994,"40,0","40,0",Yes,"0,5",No,,Yes,"14,0",,,CASE,"14,0",,QTY,"3,56,50,87,65,671",PM,AM,Yes,No,No,0,1
21/01/21,108430168,108430176,4540115,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"25,18,47,67,221",AM,AM,Yes,No,No,1,1
21/01/21,108768978,108768994,500113,971,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,28,27,00,42,196",PM,AM,Yes,No,No,1,1
21/01/21,108430168,108430176,4540115,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"37,94,33,69,645",AM,AM,Yes,No,No,1,1
21/01/21,107562572,107562599,633980,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"74,86,48,78,281",PM,AM,Yes,No,No,0,1
21/01/21,108414651,108414660,5421447,803,2,2,2,2,2,2,2,CO_MRP,108414660-5421447-40CS-803,"40,0","40,0",Yes,"0,25",No,,Yes,"14,0",,,CASE,"14,0",,QTY,"5,07,87,87,62,329",PM,AM,Yes,No,No,0,1
21/01/21,107577635,107577643,608408,763,3,3,3,3,3,3,3,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,23,51,32,12,552",AM,AM,Yes,No,No,0,1
21/01/21,103042051,103173537,168310,718,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"92,06,40,86,239",AM,AM,Yes,No,No,1,1
21/01/21,107562572,107562599,633980,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"6,58,86,26,564",PM,AM,Yes,No,No,0,1
21/01/21,108414651,108414660,5421447,857,2,2,2,2,2,2,2,CO_MRP,108414660-5421447-40CS-857,"40,0","40,0",Yes,"0,5",No,,Yes,"14,0",,,CASE,"14,0",,QTY,"4,82,46,26,92,858",PM,AM,Yes,No,No,0,1
21/01/21,103042051,103173537,168310,763,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,01,98,66,97,785",AM,AM,Yes,No,No,1,1
21/01/21,108302422,108302465,5421146,857,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"1,24,67,45,76,398",PM,AM,Yes,No,No,0,1
21/01/21,105243341,105243359,187232,763,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"28,18,68,76,379",AM,AM,Yes,No,No,0,1
21/01/21,107562572,107562599,633980,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"81,53,68,01,507",PM,AM,Yes,No,No,0,1
21/01/21,103042051,103173537,168310,990,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"92,07,80,61,176",AM,AM,Yes,No,No,1,1
21/01/21,108406985,108407005,5481113,803,4,4,4,4,4,4,4,CO_MRP,108407005-5481113-65CS-803,"65,0","65,0",Yes,"0,5",No,,Yes,"16,0",,,CASE,"16,0",,QTY,"5,47,42,65,11,529",AM,AM,Yes,No,No,0,1
21/01/21,108503486,108503507,502991,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"1,14,71,70,43,198",PM,AM,Yes,No,No,0,0
21/01/21,104514170,104514188,530040,952,5,,6,,,4,,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"94,73,37,18,258",AM,AM,Yes,No,No,1,1
21/01/21,108280673,108280681,481363,765,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,77,78,28,30,864",AM,AM,Yes,No,No,0,1
21/01/21,107562572,107562599,633980,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"78,57,48,05,122",PM,AM,Yes,No,No,0,1
21/01/21,108164787,108164795,168311,809,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"85,12,20,81,448",AM,AM,Yes,No,No,1,1
21/01/21,108406985,108407005,5481113,759,4,4,4,4,4,4,4,CO_MRP,108407005-5481113-50CS-759,"50,0","50,0",Yes,"0,5",No,,Yes,"16,0",,,CASE,"16,0",,QTY,"4,65,61,78,69,073",AM,AM,Yes,No,No,0,1
21/01/21,104514170,104514188,530040,809,5,,6,,,4,,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"79,15,80,93,395",AM,AM,Yes,No,No,1,1
21/01/21,108503486,108503507,502991,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"8,42,24,40,264",PM,AM,Yes,No,No,0,0
21/01/21,105243341,105243359,187232,952,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"12,66,08,19,484",AM,AM,No,No,No,1,1
21/01/21,108333149,108333157,481365,765,2,2,2,2,2,2,2,CO_MRP,108333157-481365-22CS-765,"22,0","22,0",Yes,"0,5",No,,Yes,"12,0",,,CASE,"12,0",,QTY,"2,42,25,10,662",PM,AM,Yes,No,No,0,1
21/01/21,108302422,108302465,5421146,966,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"2,00,53,30,39,672",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"2,23,80,32,76,395",AM,AM,Yes,No,No,1,1
21/01/21,108406985,108407005,5481113,857,5,5,5,5,5,5,5,CO_MRP,108407005-5481113-50CS-857,"50,0","50,0",Yes,"0,5",No,,Yes,"16,0",,,CASE,"16,0",,QTY,"4,07,92,15,61,087",AM,AM,Yes,No,No,0,1
21/01/21,108164787,108164795,168311,993,3,2,2,2,2,2,,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"57,81,90,02,283",AM,AM,Yes,No,No,1,1
21/01/21,108333149,108333157,481365,951,2,2,2,2,2,2,2,CO_MRP,108333157-481365-22CS-951,"22,0","22,0",Yes,"0,5",No,,Yes,"12,0",,,CASE,"12,0",,QTY,"2,64,22,10,24,902",PM,AM,Yes,No,No,0,1
21/01/21,106189227,106189235,263210,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"1,42,89,70,89,369",AM,AM,Yes,No,No,1,1
21/01/21,108186273,108188121,686210,990,3,2,2,2,2,2,2,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"2,25,47,83,80,338",AM,AM,Yes,No,No,0,0
21/01/21,108406985,108407005,5481113,966,4,4,4,4,4,4,4,CO_MRP,108407005-5481113-50CS-966,"50,0","50,0",Yes,"0,5",No,,Yes,"16,0",,,CASE,"16,0",,QTY,"5,03,25,56,50,738",AM,AM,Yes,No,No,0,1
21/01/21,108302422,108302465,5421146,759,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"2,21,27,30,21,401",PM,AM,Yes,No,No,0,1
21/01/21,108333149,108333157,481365,719,2,2,2,2,2,2,2,CO_MRP,108333157-481365-22CS-719,"22,0","22,0",Yes,"0,5",No,,Yes,"12,0",,,CASE,"12,0",,QTY,"2,69,51,39,14,298",PM,AM,Yes,No,No,0,1
