Date,MIN,PIN,Legacy Code,Loc Code,Lead Time Mon,Lead Time Tue,Lead Time Wed,Lead Time Thu,Lead Time Fri,Lead Time Sat,Lead Time Sun,Order Model,Coordinated ordering code,Batches Min,Batches Max,Multiple Limits,Order Trigger Level,Allow Mixed Pallets,Pallet Treshhold,Allow Multiple Deliveries,Case Size,Pallet Layer,Pallet,Batch Size Selection,Effective order batch size,Min. delivery,Order parameter unit,Order parameter,AM/PM Order Send,AM/PM Delivery,PTZ flag,Non MO product,Ocado managed?,Shelving delay flag 1,Shelving delay flag 2
21/01/21,103130051,105572339,564082,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"2,30,52,84,22,651",PM,AM,Yes,No,No,1,1
21/01/21,103124962,103214466,270460,971,2,2,2,2,2,2,2,CO_MRP,103214466-270460-16CS-971,"16,0","16,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,24,22,93,87,347",PM,AM,Yes,No,No,1,1
21/01/21,106738505,106738521,165121,809,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"18,54,06,12,373",PM,AM,Yes,No,No,1,1
21/01/21,107058211,107058237,655391,993,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"98,78,12,25,949",PM,AM,Yes,No,No,1,1
21/01/21,108300064,108300072,617122,763,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"58,58,12,46,359",AM,AM,Yes,No,No,0,1
21/01/21,105625402,105625411,632296,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,26,57,31,01,408",PM,AM,Yes,No,No,0,1
21/01/21,103261043,105572347,564084,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"2,33,00,64,37,679",PM,AM,Yes,No,No,1,1
21/01/21,105262023,105326963,188207,951,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"63,53,14,88,256",AM,AM,Yes,No,No,0,1
21/01/21,108027248,108027256,526001,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"48,83,62,76,732",AM,AM,Yes,No,No,1,1
21/01/21,107694170,107694196,509472,809,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"70,69,29,98,239",PM,AM,Yes,No,No,0,1
21/01/21,103261043,105572347,564084,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,52,50,43,26,498",PM,AM,Yes,No,No,1,1
21/01/21,105330866,105330874,186857,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"28,98,78,83,676",AM,AM,Yes,No,No,0,1
21/01/21,103087583,103196392,670570,993,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-993,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,28,05,03,50,937",AM,AM,Yes,No,No,1,1
21/01/21,102368560,102418395,361008,719,,,,9,,,,MRP,,,,,,,,,"16,0",,"50,0",PALLET,"800,0",,QTY,"3,61,45,28,31,812",,AM,No,No,No,1,1
21/01/21,105262023,105326963,188207,982,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"28,68,36,19,019",AM,AM,Yes,No,No,0,1
21/01/21,105625402,105625411,632296,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,36,21,21,50,706",PM,AM,Yes,No,No,0,1
21/01/21,108300064,108300072,617122,809,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"2,00,37,46,491",AM,AM,Yes,No,No,0,1
21/01/21,106738505,106738521,165121,718,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,90,25,65,41,806",PM,AM,Yes,No,No,1,1
21/01/21,107058211,107058237,655391,952,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,41,61,35,33,693",PM,AM,Yes,No,No,1,1
21/01/21,103124962,103214466,270460,990,2,2,2,2,2,2,2,CO_MRP,103214466-270460-16CS-990,"16,0","16,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,08,16,90,62,183",PM,AM,Yes,No,No,1,1
21/01/21,108156453,108156461,526002,971,,4,,3,,3,,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"12,85,06,99,397",AM,AM,Yes,No,No,1,1
21/01/21,108156453,108156461,526002,718,,4,,3,,3,,MRP,,,,,,,,,"8,0",,,CASE,"8,0",,QTY,"27,28,33,24,577",AM,AM,Yes,No,No,1,1
21/01/21,102368560,102418395,361008,870,,,,9,,,,MRP,,,,,,,,,"16,0",,"50,0",PALLET,"800,0",,QTY,"2,82,29,50,39,099",,AM,No,No,No,1,1
21/01/21,105262023,105326963,188207,970,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"28,83,14,06,487",AM,AM,Yes,No,No,0,1
21/01/21,103087583,103196392,670570,952,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-952,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"18,67,71,63,536",AM,AM,Yes,No,No,1,1
21/01/21,105330866,105330874,186857,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"0,05",AM,AM,No,No,No,0,1
21/01/21,102368560,102418395,361008,951,,,,9,,,,MRP,,,,,,,,,"16,0",,"50,0",PALLET,"800,0",,QTY,"4,41,89,33,50,963",,AM,No,No,No,1,1
21/01/21,103261043,105572347,564084,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,44,45,60,92,993",PM,AM,Yes,No,No,1,1
21/01/21,105262023,105326963,188207,870,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"41,30,98,05,131",AM,AM,Yes,No,No,0,1
21/01/21,107694225,107694241,509473,990,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"84,20,80,75,622",PM,AM,Yes,No,No,0,1
21/01/21,103124962,103214466,270460,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"40,0",,,CASE,"40,0",,QTY,"1,09,38,84,29,804",PM,AM,Yes,No,No,1,1
21/01/21,107058211,107058237,655391,971,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,22,06,32,23,987",PM,AM,Yes,No,No,1,1
21/01/21,106738505,106738521,165121,763,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"2,01,71,54,67,986",PM,AM,Yes,No,No,1,1
21/01/21,108300064,108300072,617122,993,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"44,32,55,00,561",AM,AM,Yes,No,No,0,1
21/01/21,107058211,107058237,655391,809,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"12,70,69,48,906",PM,AM,Yes,No,No,1,1
21/01/21,103124962,103214466,270460,718,2,2,2,2,2,2,2,CO_MRP,103214466-270460-16CS-718,"16,0","16,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,24,64,62,94,984",PM,AM,Yes,No,No,1,1
21/01/21,107694225,107694241,509473,993,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"47,99,73,95,763",PM,AM,Yes,No,No,0,1
21/01/21,105262023,105326963,188207,992,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"38,00,65,78,378",AM,AM,Yes,No,No,0,1
21/01/21,103261043,105572347,564084,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"23,35,49,53,436",PM,AM,Yes,No,No,1,1
21/01/21,102368560,102418395,361008,970,,,,9,,,,MRP,,,,,,,,,"16,0",,"50,0",PALLET,"800,0",,QTY,"3,60,30,60,34,122",,AM,No,No,No,1,1
21/01/21,107694225,107694241,509473,952,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"90,78,68,38,253",PM,AM,Yes,No,No,0,1
21/01/21,105262023,105326963,188207,719,3,,,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"20,99,40,46,775",AM,AM,Yes,No,No,0,1
21/01/21,105330866,105330874,186857,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"0,1322875656",AM,AM,No,No,No,0,1
21/01/21,103087583,103196392,670570,971,2,2,2,2,2,2,2,CO_MRP,103196392-670570-16CS-971,"16,0","16,0",Yes,"0,5",No,,Yes,"6,0",,,CASE,"6,0",,QTY,"1,56,61,45,59,429",AM,AM,Yes,No,No,1,1
21/01/21,103124962,103214466,270460,763,2,2,2,2,2,2,2,CO_MRP,103214466-270460-16CS-763,"16,0","16,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"1,96,97,47,05,673",PM,AM,Yes,No,No,1,1
21/01/21,107058211,107058237,655391,718,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,34,15,18,95,626",PM,AM,Yes,No,No,1,1
21/01/21,108300064,108300072,617122,952,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"85,98,11,02,575",AM,AM,Yes,No,No,0,1
21/01/21,103124962,103214466,270460,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"40,0",,,CASE,"40,0",,QTY,"1,25,69,30,91,895",PM,AM,Yes,No,No,1,1
21/01/21,108300064,108300072,617122,971,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"68,01,83,79,869",AM,AM,Yes,No,No,0,1
21/01/21,106738556,106738564,165131,993,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"92,65,62,63,954",PM,AM,Yes,No,No,1,1
21/01/21,107058211,107058237,655391,763,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,16,23,74,20,502",PM,AM,Yes,No,No,1,1
21/01/21,107058309,107058317,655395,718,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,51,98,57,86,424",PM,AM,Yes,No,No,1,1
21/01/21,108392641,108392667,5421396,803,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-759,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"3,35,23,35,00,713",AM,AM,Yes,No,No,0,1
21/01/21,105728760,105728778,517094,719,3,3,3,3,3,3,,CO_MRP,517094-20cs-719,"20,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"98,11,50,20,639",PM,AM,Yes,No,No,1,1
21/01/21,105262023,105326963,188207,765,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"73,27,85,78,043",AM,AM,Yes,No,No,0,1
21/01/21,105330866,105330874,186857,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"0,0",AM,AM,No,No,No,0,1
21/01/21,107694225,107694241,509473,971,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"74,75,29,26,364",PM,AM,Yes,No,No,0,1
21/01/21,105268214,105326955,188208,870,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"4,01,12,34,224",AM,AM,Yes,No,No,0,1
21/01/21,103261043,105572347,564084,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,97,09,02,93,384",PM,AM,Yes,No,No,1,1
21/01/21,108392641,108392667,5421396,857,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-803,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"1,10,22,70,38,425",AM,AM,Yes,No,No,0,1
21/01/21,107058309,107058317,655395,763,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,44,42,03,26,045",PM,AM,Yes,No,No,1,1
21/01/21,106738556,106738564,165131,718,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,22,00,37,25,251",PM,AM,Yes,No,No,1,1
21/01/21,108392641,108392667,5421396,966,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-966,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"2,13,19,00,56,053",AM,AM,Yes,No,No,0,1
21/01/21,108501245,108501261,502897,952,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"78,73,21,40,832",PM,AM,Yes,No,No,0,0
21/01/21,108300064,108300072,617122,990,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"67,18,44,47,605",AM,AM,Yes,No,No,0,1
21/01/21,108480405,108480413,270469,718,,5,,3,,3,,MRP,,,,,,,,,"16,0",,,CASE,"16,0",,QTY,"1,02,76,52,63,708",AM,AM,Yes,No,No,1,1
21/01/21,107058309,107058317,655395,952,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,67,95,92,39,921",PM,AM,Yes,No,No,1,1
21/01/21,103261043,105572347,564084,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"3,64,38,84,57,487",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,970,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"51,50,72,81,039",AM,AM,Yes,No,No,0,1
21/01/21,107694225,107694241,509473,718,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"77,54,67,60,087",PM,AM,Yes,No,No,0,1
21/01/21,103261043,105572347,564084,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"14,0",,,CASE,"14,0",,QTY,"2,80,33,46,21,479",PM,AM,Yes,No,No,1,1
21/01/21,105728760,105728778,517094,870,3,3,3,3,3,3,,CO_MRP,517094-10cs-870,"10,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"8,26,32,12,163",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,992,3,,2,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"62,78,73,39,488",AM,AM,Yes,No,No,0,1
21/01/21,107058309,107058317,655395,971,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,61,71,64,89,651",PM,AM,Yes,No,No,1,1
21/01/21,108480405,108480413,270469,971,,5,,3,,3,,MRP,,,,,,,,,"16,0",,,CASE,"16,0",,QTY,"49,14,66,75,371",AM,AM,Yes,No,No,1,1
21/01/21,107329973,107329981,505105,809,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"71,77,91,75,253",PM,AM,Yes,No,No,0,1
21/01/21,108501245,108501261,502897,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"76,84,72,51,089",PM,AM,Yes,No,No,0,0
21/01/21,108392641,108392667,5421396,759,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-857,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"2,63,81,14,85,724",AM,AM,Yes,No,No,0,1
21/01/21,106738556,106738564,165131,763,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,07,18,72,64,869",PM,AM,Yes,No,No,1,1
21/01/21,108501245,108501261,502897,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"75,81,72,14,404",PM,AM,Yes,No,No,0,0
21/01/21,107329973,107329981,505105,971,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,04,46,29,12,079",PM,AM,Yes,No,No,0,1
21/01/21,103127961,103215995,270475,971,3,2,2,2,2,2,,CO_MRP,103215995-270475-10CS-971,"10,0","10,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,57,98,07,99,722",AM,AM,Yes,No,No,1,1
21/01/21,107058309,107058317,655395,809,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,58,47,47,40,811",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,982,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"88,67,49,68,283",AM,AM,Yes,No,No,0,1
21/01/21,105728760,105728778,517094,982,3,3,3,3,3,3,,CO_MRP,517094-20cs-982,"20,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"10,32,65,04,854",PM,AM,Yes,No,No,1,1
21/01/21,107694225,107694241,509473,763,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"64,87,68,33,885",PM,AM,Yes,No,No,0,1
21/01/21,108442425,108442468,526006,763,3,3,3,3,3,3,3,CO_MRP,108442468-526006-22CS-763,"22,0","22,0",Yes,"0,5",No,,Yes,"12,0","18,0","144,0",CASE,"12,0",,QTY,"1,23,31,70,64,107",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,765,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,15,28,98,52,112",AM,AM,Yes,No,No,0,1
21/01/21,105728760,105728778,517094,992,3,3,3,3,3,3,,CO_MRP,517094-10cs-992,"10,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"59,12,11,56,746",PM,AM,Yes,No,No,1,1
21/01/21,107058309,107058317,655395,990,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,50,54,45,11,856",PM,AM,Yes,No,No,1,1
21/01/21,103127961,103215995,270475,990,3,2,2,2,2,2,,CO_MRP,103215995-270475-10CS-990,"10,0","10,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,28,41,03,64,366",AM,AM,Yes,No,No,1,1
21/01/21,107329973,107329981,505105,990,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,21,77,84,87,427",PM,AM,Yes,No,No,0,1
21/01/21,108501245,108501261,502897,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"5,3",PM,AM,Yes,No,No,0,0
21/01/21,106738556,106738564,165131,952,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,26,64,66,82,152",PM,AM,Yes,No,No,1,1
21/01/21,108127898,108541319,632304,971,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"2,21,93,12,95,675",PM,AM,Yes,No,No,0,1
21/01/21,108392641,108392667,5421396,978,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-978,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"1,96,29,82,42,478",AM,AM,Yes,No,No,0,1
21/01/21,107329973,107329981,505105,993,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"71,86,61,95,113",PM,AM,Yes,No,No,0,1
21/01/21,103127961,103215995,270475,993,3,2,2,2,2,2,,MRP,,,,,,,,,"40,0",,,CASE,"40,0",,QTY,"15,42,56,20,255",AM,AM,Yes,No,No,1,1
21/01/21,107058309,107058317,655395,993,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,18,71,57,83,176",PM,AM,Yes,No,No,1,1
21/01/21,105728760,105728778,517094,951,3,3,3,3,3,3,,CO_MRP,517094-20cs-951,"20,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"1,18,98,16,75,165",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,951,3,2,2,2,2,2,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"10,05,26,11,601",AM,AM,Yes,No,No,0,1
21/01/21,103127961,103215995,270475,718,3,2,2,2,2,2,,CO_MRP,103215995-270475-10CS-718,"10,0","10,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,19,68,25,45,734",AM,AM,Yes,No,No,1,1
21/01/21,108442425,108442468,526006,952,3,3,3,3,3,3,3,CO_MRP,Farmers Boy Cheese 526006 952,"20,0","20,0",Yes,"0,5",No,,Yes,"12,0","18,0","144,0",CASE,"12,0",,QTY,"93,29,07,04,521",PM,AM,Yes,No,No,1,1
21/01/21,105728760,105728778,517094,970,3,3,3,3,3,3,,CO_MRP,517094-20cs-970,"20,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"1,15,68,99,89,735",PM,AM,Yes,No,No,1,1
21/01/21,107694225,107694241,509473,809,3,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"6,48,71,02,589",PM,AM,Yes,No,No,0,1
21/01/21,104429531,104429557,655438,809,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,22,25,62,19,474",PM,AM,Yes,No,No,1,1
21/01/21,107329973,107329981,505105,952,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"11,43,39,40,703",PM,AM,Yes,No,No,0,1
21/01/21,108392641,108392667,5421396,994,6,6,6,6,6,6,6,CO_MRP,108392667-5421396-80CS-994,"80,0","80,0",Yes,"0,25",No,,Yes,"18,0",,,CASE,"18,0",,QTY,"87,80,80,29,246",AM,AM,Yes,No,No,0,1
21/01/21,106738556,106738564,165131,809,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,33,38,22,32,325",PM,AM,Yes,No,No,1,1
21/01/21,108501245,108501261,502897,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"63,17,04,04,463",PM,AM,Yes,No,No,0,0
21/01/21,108127898,108541319,632304,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"2,21,95,10,08,108",PM,AM,Yes,No,No,0,1
21/01/21,104429531,104429557,655438,971,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"13,49,82,66,898",PM,AM,Yes,No,No,1,1
21/01/21,105866097,105867508,403195,990,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"54,33,78,22,233",AM,AM,Yes,No,No,1,1
21/01/21,107329973,107329981,505105,718,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,02,52,07,29,611",PM,AM,Yes,No,No,0,1
21/01/21,105728760,105728778,517094,765,3,3,3,3,3,3,,CO_MRP,517094-20cs-765,"20,0","9999999,0",No,"0,2",No,,Yes,"9,0",,,CASE,"9,0",,QTY,"1,09,94,54,11,455",PM,AM,Yes,No,No,1,1
21/01/21,103127961,103215995,270475,763,3,2,2,2,2,2,,CO_MRP,103215995-270475-10CS-763,"10,0","10,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"2,52,97,66,16,607",AM,AM,Yes,No,No,1,1
21/01/21,108442425,108442468,526006,971,3,3,3,3,3,3,3,CO_MRP,Farmers Boy Cheese 526006 971,"20,0","20,0",Yes,"0,5",No,,Yes,"12,0","18,0","144,0",CASE,"12,0",,QTY,"95,02,54,80,793",PM,AM,Yes,No,No,1,1
21/01/21,105268214,105326955,188208,719,3,,,,2,,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"35,36,94,78,368",AM,AM,Yes,No,No,0,1
21/01/21,107329973,107329981,505105,763,3,2,2,2,2,2,2,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,09,28,86,08,739",PM,AM,Yes,No,No,0,1
21/01/21,105866097,105867508,403195,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"55,09,58,64,409",AM,AM,Yes,No,No,1,1
21/01/21,104429531,104429557,655438,990,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,16,32,12,52,465",PM,AM,Yes,No,No,1,1
21/01/21,108127898,108541319,632304,993,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,50,71,57,92,139",PM,AM,Yes,No,No,0,1
21/01/21,105866097,105867508,403195,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"61,30,22,35,889",AM,AM,Yes,No,No,1,1
21/01/21,104429531,104429557,655438,993,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"97,11,42,36,469",PM,AM,Yes,No,No,1,1
21/01/21,108501245,108501261,502897,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"62,29,36,59,388",PM,AM,Yes,No,No,0,0
21/01/21,106738556,106738564,165131,971,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,34,28,30,00,227",PM,AM,Yes,No,No,1,1
21/01/21,108442425,108442468,526006,990,3,3,3,3,3,3,3,CO_MRP,Farmers Boy Cheese 526006 990,"20,0","20,0",Yes,"0,5",No,,Yes,"12,0","18,0","144,0",CASE,"12,0",,QTY,"91,75,10,45,498",PM,AM,Yes,No,No,1,1
21/01/21,103127961,103215995,270475,952,3,2,2,2,2,2,,CO_MRP,103215995-270475-10CS-952,"10,0","10,0",Yes,"0,5",No,,Yes,"40,0",,,CASE,"40,0",,QTY,"1,02,12,54,27,294",AM,AM,Yes,No,No,1,1
21/01/21,103112179,107354028,270477,718,3,3,3,3,3,3,3,MRP,,,,,,,,,"20,0",,,CASE,"20,0",,QTY,"99,50,95,03,315",PM,AM,Yes,No,No,1,1
21/01/21,106738556,106738564,165131,990,3,2,2,2,2,2,,MRP,,,,,,,,,"18,0",,,CASE,"18,0",,QTY,"1,32,42,46,57,258",PM,AM,Yes,No,No,1,1
21/01/21,104429531,104429557,655438,718,3,3,3,3,3,3,,MRP,,,,,,,,,"6,0",,,CASE,"6,0",,QTY,"1,44,38,93,34,007",PM,AM,Yes,No,No,1,1
21/01/21,108501245,108501261,502897,763,2,2,2,2,2,2,2,MRP,,,,,,,,,"4,0",,,CASE,"4,0",,QTY,"62,08,46,19,673",PM,AM,Yes,No,No,0,0
21/01/21,105866097,105867508,403195,718,2,2,2,2,2,2,2,MRP,,,,,,,,,"10,0",,,CASE,"10,0",,QTY,"59,66,34,81,083",AM,AM,Yes,No,No,1,1
21/01/21,108127898,108541319,632304,809,2,2,2,2,2,2,2,MRP,,,,,,,,,"12,0",,,CASE,"12,0",,QTY,"1,89,79,33,08,628",PM,AM,Yes,No,No,0,1
